qa_id,source,path,category,question,A,B,C,D,answer,subject_id
training_3776,HARn,HARn/31_Do_stretching_exercises/user3/7-1-2,single,What is the person doing?,turning pages,doing stretching exercises,pouring a drink,,B,31_Do_stretching_exercises
training_3777,HARn,HARn/31_Do_stretching_exercises/user9/1-1-2,single,What is the person doing?,doing stretching exercises,taking off their clothes,pouring a drink,,A,31_Do_stretching_exercises
training_3778,HARn,HARn/31_Do_stretching_exercises/user9/4-2-2,single,What is the person doing?,doing stretching exercises,pouring a drink,taking off their clothes,,A,31_Do_stretching_exercises
training_3787,HARn,HARn/33_Lie_down/user16/6-1-2,single,What is the person doing?,lying down,peeling with a knife,doing lunges,,A,33_Lie_down
training_3788,HARn,HARn/33_Lie_down/user16/6-1-3,single,What is the person doing?,checking the time,lying down,turning pages,,B,33_Lie_down
training_3789,HARn,HARn/33_Lie_down/user17/2-2-1,single,What is the person doing?,lying down,turning pages,typing on the keyboard,,A,33_Lie_down
training_3790,HARn,HARn/33_Lie_down/user17/2-2-3,single,What is the person doing?,checking the time,lying down,turning pages,,B,33_Lie_down
training_3791,HARn,HARn/33_Lie_down/user24/2-2-1,single,What is the person doing?,lying down,typing on the keyboard,doing lunges,,A,33_Lie_down
training_3792,HARn,HARn/33_Lie_down/user24/2-2-2,single,What is the person doing?,lying down,checking the time,peeling with a knife,,A,33_Lie_down
training_3793,HARn,HARn/33_Lie_down/user24/2-2-3,single,What is the person doing?,typing on the keyboard,lying down,turning pages,,B,33_Lie_down
training_3794,HARn,HARn/33_Lie_down/user3/2-1-1,single,What is the person doing?,checking the time,lying down,peeling with a knife,,B,33_Lie_down
training_3795,HARn,HARn/33_Lie_down/user3/2-1-3,single,What is the person doing?,turning pages,lying down,peeling with a knife,,B,33_Lie_down
training_3796,HARn,HARn/33_Lie_down/user9/3-3-2,single,What is the person doing?,checking the time,typing on the keyboard,lying down,,C,33_Lie_down
training_3797,HARn,HARn/34_Sit_down/user1/3-2-1,single,What is the person doing?,using a smartphone,sitting down,wiping surfaces,,B,34_Sit_down
training_3798,HARn,HARn/34_Sit_down/user16/4-1-1,single,What is the person doing?,sitting down,typing on the keyboard,using a smartphone,,A,34_Sit_down
training_3799,HARn,HARn/34_Sit_down/user16/7-3-2,single,What is the person doing?,sitting down,sweeping the floor,wiping surfaces,,A,34_Sit_down
training_3800,HARn,HARn/34_Sit_down/user17/1-2-3,single,What is the person doing?,using a smartphone,sitting down,peeling fruit,,B,34_Sit_down
training_3801,HARn,HARn/34_Sit_down/user17/2-2-2,single,What is the person doing?,sitting down,sweeping the floor,wiping surfaces,,A,34_Sit_down
training_3802,HARn,HARn/34_Sit_down/user2/7-3-2,single,What is the person doing?,typing on the keyboard,sitting down,peeling fruit,,B,34_Sit_down
training_3803,HARn,HARn/34_Sit_down/user22/1-2-2,single,What is the person doing?,sweeping the floor,sitting down,peeling fruit,,B,34_Sit_down
training_3804,HARn,HARn/34_Sit_down/user6/4-1-2,single,What is the person doing?,peeling fruit,sitting down,typing on the keyboard,,B,34_Sit_down
training_3805,HARn,HARn/34_Sit_down/user7/6-3-1,single,What is the person doing?,sweeping the floor,sitting down,typing on the keyboard,,B,34_Sit_down
training_3806,HARn,HARn/34_Sit_down/user7/7-1-1,single,What is the person doing?,sitting down,using a smartphone,sweeping the floor,,A,34_Sit_down
training_3817,HARn,HARn/36_Walk/user19/2-3-3,single,What is the person doing?,turning pages,walking,eating food,,B,36_Walk
training_3818,HARn,HARn/36_Walk/user19/7-2-3,single,What is the person doing?,walking,taking their body temperature,washing their face,,A,36_Walk
training_3819,HARn,HARn/36_Walk/user21/1-2-1,single,What is the person doing?,turning pages,walking,doing lunges,,B,36_Walk
training_3820,HARn,HARn/36_Walk/user21/4-1-3,single,What is the person doing?,walking,doing lunges,typing on the keyboard,,A,36_Walk
training_3821,HARn,HARn/36_Walk/user21/5-2-2,single,What is the person doing?,making a phone call,walking,pouring a drink,,B,36_Walk
training_3822,HARn,HARn/36_Walk/user24/3-2-1,single,What is the person doing?,sweeping the floor,walking,wiping surfaces,,B,36_Walk
training_3823,HARn,HARn/36_Walk/user24/7-2-3,single,What is the person doing?,lying down,turning pages,walking,,C,36_Walk
training_3824,HARn,HARn/36_Walk/user3/6-2-1,single,What is the person doing?,drinking water,walking,standing up,,B,36_Walk
training_3825,HARn,HARn/36_Walk/user4/5-2-3,single,What is the person doing?,doing lunges,walking,sweeping the floor,,B,36_Walk
training_3826,HARn,HARn/36_Walk/user7/4-1-3,single,What is the person doing?,eating food,reading documents,walking,,C,36_Walk
training_3827,HARn,HARn/37_Take_medicine/user16/6-2-1,single,What is the person doing?,taking medicine,throwing away rubbish,wiping surfaces,,A,37_Take_medicine
training_3828,HARn,HARn/37_Take_medicine/user17/4-1-1,single,What is the person doing?,stirring a drink,taking medicine,taking their body temperature,,B,37_Take_medicine
training_3829,HARn,HARn/37_Take_medicine/user17/4-1-2,single,What is the person doing?,stirring a drink,taking medicine,throwing away rubbish,,B,37_Take_medicine
training_3830,HARn,HARn/37_Take_medicine/user19/7-1-3,single,What is the person doing?,taking medicine,throwing away rubbish,eating food,,A,37_Take_medicine
training_3831,HARn,HARn/37_Take_medicine/user21/7-1-1,single,What is the person doing?,stirring a drink,wiping surfaces,taking medicine,,C,37_Take_medicine
training_3832,HARn,HARn/37_Take_medicine/user24/5-2-3,single,What is the person doing?,throwing away rubbish,taking medicine,wiping surfaces,,B,37_Take_medicine
training_3833,HARn,HARn/37_Take_medicine/user8/7-1-3,single,What is the person doing?,wiping surfaces,taking medicine,taking their body temperature,,B,37_Take_medicine
training_3834,HARn,HARn/37_Take_medicine/user8/7-2-3,single,What is the person doing?,taking their body temperature,eating food,taking medicine,,C,37_Take_medicine
training_3835,HARn,HARn/37_Take_medicine/user9/7-1-1,single,What is the person doing?,throwing away rubbish,taking medicine,stirring a drink,,B,37_Take_medicine
training_3836,HARn,HARn/37_Take_medicine/user9/7-1-2,single,What is the person doing?,stirring a drink,taking medicine,throwing away rubbish,,B,37_Take_medicine
training_3847,HARn,HARn/39_Take_body_temperature/user16/6-2-3,single,What is the person doing?,taking a selfie,combing their hair,taking their body temperature,,C,39_Take_body_temperature
training_3848,HARn,HARn/39_Take_body_temperature/user17/4-1-3,single,What is the person doing?,pouring a drink,taking their body temperature,using tableware,,B,39_Take_body_temperature
training_3849,HARn,HARn/39_Take_body_temperature/user17/7-1-2,single,What is the person doing?,sitting down,taking their body temperature,using a remote,,B,39_Take_body_temperature
training_3850,HARn,HARn/39_Take_body_temperature/user19/7-1-1,single,What is the person doing?,sweeping the floor,stirring a drink,taking their body temperature,,C,39_Take_body_temperature
training_3851,HARn,HARn/39_Take_body_temperature/user21/6-1-3,single,What is the person doing?,putting on headphones,taking their body temperature,doing lunges,,B,39_Take_body_temperature
training_3852,HARn,HARn/39_Take_body_temperature/user24/7-1-1,single,What is the person doing?,standing on one leg,wiping their hands,taking their body temperature,,C,39_Take_body_temperature
training_3853,HARn,HARn/39_Take_body_temperature/user24/7-1-2,single,What is the person doing?,brushing their teeth,making a phone call,taking their body temperature,,C,39_Take_body_temperature
training_3854,HARn,HARn/39_Take_body_temperature/user24/7-1-3,single,What is the person doing?,wiping their hands,taking their body temperature,doing squats,,B,39_Take_body_temperature
training_3855,HARn,HARn/39_Take_body_temperature/user3/2-2-2,single,What is the person doing?,taking a selfie,taking their body temperature,sweeping the floor,,B,39_Take_body_temperature
training_3856,HARn,HARn/39_Take_body_temperature/user6/6-2-2,single,What is the person doing?,using tableware,doing lunges,taking their body temperature,,C,39_Take_body_temperature
training_3857,HARn,HARn/3_Take_off_clothes/user22/6-1-2,single,What is the person doing?,taking off their clothes,peeling with a knife,turning pages,,A,3_Take_off_clothes
training_3858,HARn,HARn/3_Take_off_clothes/user22/7-2-1,single,What is the person doing?,taking off their clothes,typing on the keyboard,putting on headphones,,A,3_Take_off_clothes
training_3859,HARn,HARn/3_Take_off_clothes/user22/7-2-2,single,What is the person doing?,brushing their teeth,using tableware,taking off their clothes,,C,3_Take_off_clothes
training_3860,HARn,HARn/3_Take_off_clothes/user23/4-3-3,single,What is the person doing?,combing their hair,taking a selfie,taking off their clothes,,C,3_Take_off_clothes
training_3861,HARn,HARn/3_Take_off_clothes/user4/5-2-3,single,What is the person doing?,using a smartphone,peeling with a knife,taking off their clothes,,C,3_Take_off_clothes
training_3862,HARn,HARn/3_Take_off_clothes/user8/6-1-2,single,What is the person doing?,taking off their clothes,washing their face,drinking water,,A,3_Take_off_clothes
training_3863,HARn,HARn/3_Take_off_clothes/user8/7-1-2,single,What is the person doing?,brushing their teeth,taking off their clothes,peeling fruit,,B,3_Take_off_clothes
training_3864,HARn,HARn/3_Take_off_clothes/user8/7-1-3,single,What is the person doing?,taking off their clothes,using a smartphone,typing on the keyboard,,A,3_Take_off_clothes
training_3865,HARn,HARn/3_Take_off_clothes/user9/3-1-2,single,What is the person doing?,taking off their clothes,typing on the keyboard,doing jumping jacks,,A,3_Take_off_clothes
training_3866,HARn,HARn/3_Take_off_clothes/user9/3-1-3,single,What is the person doing?,taking off their clothes,wiping their hands,throwing away rubbish,,A,3_Take_off_clothes
training_3867,HARn,HARn/40_Stand_on_one_leg_(balance)/user16/5-3-1,single,What is the person doing?,making a phone call,standing on one leg,putting on clothes,,B,40_Stand_on_one_leg_(balance)
training_3868,HARn,HARn/40_Stand_on_one_leg_(balance)/user16/5-3-3,single,What is the person doing?,standing on one leg,taking medicine,wiping their hands,,A,40_Stand_on_one_leg_(balance)
training_3869,HARn,HARn/40_Stand_on_one_leg_(balance)/user17/6-2-2,single,What is the person doing?,folding clothes,doing stretching exercises,standing on one leg,,C,40_Stand_on_one_leg_(balance)
training_3870,HARn,HARn/40_Stand_on_one_leg_(balance)/user18/3-1-1,single,What is the person doing?,standing on one leg,eating food,putting on headphones,,A,40_Stand_on_one_leg_(balance)
training_3871,HARn,HARn/40_Stand_on_one_leg_(balance)/user18/3-1-3,single,What is the person doing?,standing up,washing their face,standing on one leg,,C,40_Stand_on_one_leg_(balance)
training_3872,HARn,HARn/40_Stand_on_one_leg_(balance)/user22/3-2-3,single,What is the person doing?,standing on one leg,sitting down,doing lunges,,A,40_Stand_on_one_leg_(balance)
training_3873,HARn,HARn/40_Stand_on_one_leg_(balance)/user22/7-3-2,single,What is the person doing?,folding clothes,eating food,standing on one leg,,C,40_Stand_on_one_leg_(balance)
training_3874,HARn,HARn/40_Stand_on_one_leg_(balance)/user22/7-3-3,single,What is the person doing?,putting on clothes,sweeping the floor,standing on one leg,,C,40_Stand_on_one_leg_(balance)
training_3875,HARn,HARn/40_Stand_on_one_leg_(balance)/user3/7-1-3,single,What is the person doing?,folding clothes,standing on one leg,stirring a drink,,B,40_Stand_on_one_leg_(balance)
training_3876,HARn,HARn/40_Stand_on_one_leg_(balance)/user8/3-1-1,single,What is the person doing?,standing on one leg,taking a selfie,doing lunges,,A,40_Stand_on_one_leg_(balance)
training_3877,HARn,HARn/41_Peel_fruits_with_a_knife/user1/2-1-3,single,What is the person doing?,making a phone call,peeling with a knife,standing on one leg,,B,41_Peel_fruits_with_a_knife
training_3878,HARn,HARn/41_Peel_fruits_with_a_knife/user16/2-3-2,single,What is the person doing?,peeling with a knife,pouring a drink,walking,,A,41_Peel_fruits_with_a_knife
training_3879,HARn,HARn/41_Peel_fruits_with_a_knife/user16/2-3-3,single,What is the person doing?,doing jumping jacks,using a remote,peeling with a knife,,C,41_Peel_fruits_with_a_knife
training_3880,HARn,HARn/41_Peel_fruits_with_a_knife/user19/5-2-1,single,What is the person doing?,making a phone call,peeling with a knife,reading documents,,B,41_Peel_fruits_with_a_knife
training_3881,HARn,HARn/41_Peel_fruits_with_a_knife/user19/5-2-2,single,What is the person doing?,peeling with a knife,doing lunges,walking,,A,41_Peel_fruits_with_a_knife
training_3882,HARn,HARn/41_Peel_fruits_with_a_knife/user19/5-2-3,single,What is the person doing?,making a phone call,combing their hair,peeling with a knife,,C,41_Peel_fruits_with_a_knife
training_3883,HARn,HARn/41_Peel_fruits_with_a_knife/user21/3-1-1,single,What is the person doing?,peeling with a knife,making a phone call,jogging in place,,A,41_Peel_fruits_with_a_knife
training_3884,HARn,HARn/41_Peel_fruits_with_a_knife/user21/3-1-3,single,What is the person doing?,sitting down,doing squats,peeling with a knife,,C,41_Peel_fruits_with_a_knife
training_3885,HARn,HARn/41_Peel_fruits_with_a_knife/user23/2-1-3,single,What is the person doing?,peeling with a knife,using a smartphone,wiping a bowl,,A,41_Peel_fruits_with_a_knife
training_3886,HARn,HARn/41_Peel_fruits_with_a_knife/user6/2-3-2,single,What is the person doing?,peeling with a knife,turning pages,writing,,A,41_Peel_fruits_with_a_knife
training_3887,HARn,HARn/42_Throw_away_(rubbish)/user17/5-3-1,single,What is the person doing?,throwing away rubbish,combing their hair,wiping surfaces,,A,42_Throw_away_(rubbish)
training_3888,HARn,HARn/42_Throw_away_(rubbish)/user22/4-2-2,single,What is the person doing?,wiping a bowl,using a smartphone,throwing away rubbish,,C,42_Throw_away_(rubbish)
training_3889,HARn,HARn/42_Throw_away_(rubbish)/user24/1-1-2,single,What is the person doing?,combing their hair,taking a selfie,throwing away rubbish,,C,42_Throw_away_(rubbish)
training_3890,HARn,HARn/42_Throw_away_(rubbish)/user24/4-2-1,single,What is the person doing?,throwing away rubbish,doing stretching exercises,opening the cabinet,,A,42_Throw_away_(rubbish)
training_3891,HARn,HARn/42_Throw_away_(rubbish)/user24/4-2-2,single,What is the person doing?,throwing away rubbish,taking a selfie,taking their body temperature,,A,42_Throw_away_(rubbish)
training_3892,HARn,HARn/42_Throw_away_(rubbish)/user24/4-2-3,single,What is the person doing?,washing their face,throwing away rubbish,putting on headphones,,B,42_Throw_away_(rubbish)
training_3893,HARn,HARn/42_Throw_away_(rubbish)/user7/5-3-1,single,What is the person doing?,making a phone call,standing on one leg,throwing away rubbish,,C,42_Throw_away_(rubbish)
training_3894,HARn,HARn/42_Throw_away_(rubbish)/user7/5-3-3,single,What is the person doing?,using a remote,using a smartphone,throwing away rubbish,,C,42_Throw_away_(rubbish)
